lineItem/LineItemDescription,lineItem/UsageStartDate,lineItem/UsageEndDate,bill/PayerAccountId,lineItem/UsageAccountId,bill/BillingEntity,lineItem/UnblendedCost,pricing/publicOnDemandCost,lineItem/CurrencyCode,lineItem/ResourceId,product/ProductName,resourceTags/user:Environment
USE1-StorageUsage,2026-06-15T18:00:00Z,2026-06-15T19:00:00Z,123456789012,345678901234,AWS,6.445511,7.616108,USD,arn:aws:relational-database-service:us-east-1:345678901234:resource/res-00007,Amazon Relational Database Service,staging
USE1-LoadBalancerUsage,2026-06-15T19:00:00Z,2026-06-15T20:00:00Z,123456789012,678901234567,AWS Marketplace,0.766251,0.950319,USD,arn:aws:elastic-load-balancing:us-east-1:678901234567:resource/res-00008,Amazon Elastic Load Balancing,
USE1-BoxUsage:t3.medium,2026-06-15T19:00:00Z,2026-06-15T20:00:00Z,123456789012,456789012345,AWS,2.187921,2.658109,USD,arn:aws:elastic-compute-cloud:us-east-1:456789012345:resource/res-00022,Amazon Elastic Compute Cloud,development
USE1-BoxUsage:m5.large,2026-06-15T20:00:00Z,2026-06-15T21:00:00Z,123456789012,678901234567,AWS,4.296879,4.78935,USD,arn:aws:elastic-compute-cloud:us-east-1:678901234567:resource/res-00030,Amazon Elastic Compute Cloud,staging
USE1-LoadBalancerUsage,2026-06-15T20:00:00Z,2026-06-15T21:00:00Z,123456789012,234567890123,AWS,1.354116,1.66309,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00035,Amazon Elastic Load Balancing,qa
USE1-LoadBalancerUsage,2026-06-15T21:00:00Z,2026-06-15T22:00:00Z,123456789012,678901234567,AWS,1.339852,1.745679,USD,arn:aws:elastic-load-balancing:us-east-1:678901234567:resource/res-00023,Amazon Elastic Load Balancing,production
USE1-Requests-Tier1,2026-06-15T22:00:00Z,2026-06-15T23:00:00Z,123456789012,678901234567,AWS,6.592839,7.21829,USD,arn:aws:simple-storage-service:us-east-1:678901234567:resource/res-00019,Amazon Simple Storage Service,
Support Fee,2026-06-16T00:00:00Z,2026-06-16T01:00:00Z,123456789012,234567890123,AWS,111.528302,126.751394,USD,arn:aws:support-(business):us-east-1:234567890123:resource/res-00002,AWS Support (Business),
Support Fee,2026-06-16T00:00:00Z,2026-06-16T01:00:00Z,123456789012,456789012345,AWS,297.476053,361.753768,USD,arn:aws:support-(business):us-east-1:456789012345:resource/res-00005,AWS Support (Business),development
USE1-StorageUsage,2026-06-16T00:00:00Z,2026-06-16T01:00:00Z,123456789012,234567890123,AWS,3.845391,4.629782,USD,arn:aws:relational-database-service:us-east-1:234567890123:resource/res-00008,Amazon Relational Database Service,
Support Fee,2026-06-16T01:00:00Z,2026-06-16T02:00:00Z,123456789012,345678901234,AWS,232.823963,251.230918,USD,arn:aws:support-(business):us-east-1:345678901234:resource/res-00028,AWS Support (Business),production
Support Fee,2026-06-16T01:00:00Z,2026-06-16T02:00:00Z,123456789012,678901234567,AWS,91.791841,105.174968,USD,arn:aws:support-(business):us-east-1:678901234567:resource/res-00002,AWS Support (Business),development
USE1-ReadCapacityUnit-Hrs,2026-06-16T01:00:00Z,2026-06-16T02:00:00Z,123456789012,678901234567,AWS,5.143887,5.904939,USD,arn:aws:dynamodb:us-east-1:678901234567:resource/res-00011,Amazon DynamoDB,production
USE1-BackupUsage,2026-06-16T03:00:00Z,2026-06-16T04:00:00Z,123456789012,345678901234,AWS,5.435368,6.082821,USD,arn:aws:relational-database-service:us-east-1:345678901234:resource/res-00004,Amazon Relational Database Service,development
USE1-TimedStorage-ByteHrs,2026-06-16T03:00:00Z,2026-06-16T04:00:00Z,123456789012,234567890123,AWS,11.399079,15.032376,USD,arn:aws:simple-storage-service:us-east-1:234567890123:resource/res-00029,Amazon Simple Storage Service,qa
USE1-LCUUsage,2026-06-16T04:00:00Z,2026-06-16T05:00:00Z,123456789012,234567890123,AWS,0.041016,0.047625,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00031,Amazon Elastic Load Balancing,development
USE1-Requests-Tier2,2026-06-16T05:00:00Z,2026-06-16T06:00:00Z,123456789012,234567890123,AWS,9.020401,12.047275,USD,arn:aws:simple-storage-service:us-east-1:234567890123:resource/res-00025,Amazon Simple Storage Service,qa
Support Fee,2026-06-16T06:00:00Z,2026-06-16T07:00:00Z,123456789012,678901234567,AWS,239.327472,298.176337,USD,arn:aws:support-(business):us-east-1:678901234567:resource/res-00015,AWS Support (Business),staging
USE1-BackupUsage,2026-06-16T08:00:00Z,2026-06-16T09:00:00Z,123456789012,678901234567,AWS,6.337489,6.544054,USD,arn:aws:relational-database-service:us-east-1:678901234567:resource/res-00017,Amazon Relational Database Service,qa
USE1-Lambda-GB-Second,2026-06-16T08:00:00Z,2026-06-16T09:00:00Z,123456789012,456789012345,AWS,0.429865,0.540143,USD,arn:aws:lambda:us-east-1:456789012345:resource/res-00016,AWS Lambda,development
USE1-DataTransfer-Out-Bytes,2026-06-16T09:00:00Z,2026-06-16T10:00:00Z,123456789012,234567890123,AWS,6.696681,8.895773,USD,arn:aws:simple-storage-service:us-east-1:234567890123:resource/res-00016,Amazon Simple Storage Service,production
USE1-Lambda-GB-Second,2026-06-16T09:00:00Z,2026-06-16T10:00:00Z,123456789012,234567890123,AWS,1.772913,2.00183,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00005,AWS Lambda,
USE1-Lambda-GB-Second,2026-06-16T10:00:00Z,2026-06-16T11:00:00Z,123456789012,567890123456,AWS,0.2551,0.30514,USD,arn:aws:lambda:us-east-1:567890123456:resource/res-00021,AWS Lambda,qa
USE1-DataTransfer-Out-Bytes,2026-06-16T10:00:00Z,2026-06-16T11:00:00Z,123456789012,678901234567,AWS,0.219748,0.243503,USD,arn:aws:simple-storage-service:us-east-1:678901234567:resource/res-00005,Amazon Simple Storage Service,qa
USE1-DataTransfer-Out-Bytes,2026-06-16T10:00:00Z,2026-06-16T11:00:00Z,123456789012,678901234567,AWS,0.938155,1.123402,USD,arn:aws:simple-storage-service:us-east-1:678901234567:resource/res-00007,Amazon Simple Storage Service,
USE1-LoadBalancerUsage,2026-06-16T10:00:00Z,2026-06-16T11:00:00Z,123456789012,678901234567,AWS,1.116593,1.337624,USD,arn:aws:elastic-load-balancing:us-east-1:678901234567:resource/res-00014,Amazon Elastic Load Balancing,qa
USE1-LoadBalancerUsage,2026-06-16T11:00:00Z,2026-06-16T12:00:00Z,123456789012,234567890123,AWS,1.67321,2.160253,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00001,Amazon Elastic Load Balancing,
USE1-InstanceUsage:db.t3.medium,2026-06-16T11:00:00Z,2026-06-16T12:00:00Z,123456789012,678901234567,AWS,3.691336,4.587567,USD,arn:aws:relational-database-service:us-east-1:678901234567:resource/res-00038,Amazon Relational Database Service,staging
USE1-Requests-Tier2,2026-06-16T11:00:00Z,2026-06-16T12:00:00Z,123456789012,234567890123,AWS,10.911035,13.882381,USD,arn:aws:simple-storage-service:us-east-1:234567890123:resource/res-00023,Amazon Simple Storage Service,development
USE1-ReadCapacityUnit-Hrs,2026-06-16T14:00:00Z,2026-06-16T15:00:00Z,123456789012,234567890123,AWS,4.620457,5.866875,USD,arn:aws:dynamodb:us-east-1:234567890123:resource/res-00026,Amazon DynamoDB,
USE1-Lambda-GB-Second,2026-06-16T14:00:00Z,2026-06-16T15:00:00Z,123456789012,678901234567,AWS,0.28906,0.32898,USD,arn:aws:lambda:us-east-1:678901234567:resource/res-00004,AWS Lambda,development
USE1-DataTransfer-Out-Bytes,2026-06-16T16:00:00Z,2026-06-16T17:00:00Z,123456789012,456789012345,AWS,1.29264,1.391779,USD,arn:aws:cloudfront:us-east-1:456789012345:resource/res-00008,Amazon CloudFront,
USE1-DataTransfer-Out-Bytes,2026-06-16T17:00:00Z,2026-06-16T18:00:00Z,123456789012,567890123456,AWS,0.526976,0.615791,USD,arn:aws:elastic-compute-cloud:us-east-1:567890123456:resource/res-00014,Amazon Elastic Compute Cloud,
USE1-Lambda-GB-Second,2026-06-16T17:00:00Z,2026-06-16T18:00:00Z,123456789012,456789012345,AWS,0.537008,0.651142,USD,arn:aws:lambda:us-east-1:456789012345:resource/res-00002,AWS Lambda,staging
Support Fee,2026-06-16T18:00:00Z,2026-06-16T19:00:00Z,123456789012,234567890123,AWS,204.400017,207.281802,USD,arn:aws:support-(business):us-east-1:234567890123:resource/res-00020,AWS Support (Business),development
USE1-DataTransfer-Out-Bytes,2026-06-16T18:00:00Z,2026-06-16T19:00:00Z,123456789012,678901234567,AWS,3.039104,3.521515,USD,arn:aws:elastic-compute-cloud:us-east-1:678901234567:resource/res-00025,Amazon Elastic Compute Cloud,
USE1-BackupUsage,2026-06-16T18:00:00Z,2026-06-16T19:00:00Z,123456789012,456789012345,AWS,1.295352,1.550369,USD,arn:aws:relational-database-service:us-east-1:456789012345:resource/res-00015,Amazon Relational Database Service,development
USE1-DataTransfer-Out-Bytes,2026-06-16T19:00:00Z,2026-06-16T20:00:00Z,123456789012,345678901234,AWS,10.626027,11.999872,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00010,Amazon Simple Storage Service,qa
USE1-BackupUsage,2026-06-16T20:00:00Z,2026-06-16T21:00:00Z,123456789012,456789012345,AWS,3.04659,3.128573,USD,arn:aws:relational-database-service:us-east-1:456789012345:resource/res-00004,Amazon Relational Database Service,development
USE1-DataTransfer-Out-Bytes,2026-06-16T20:00:00Z,2026-06-16T21:00:00Z,123456789012,567890123456,AWS,1.166763,1.208657,USD,arn:aws:cloudfront:us-east-1:567890123456:resource/res-00006,Amazon CloudFront,development
USE1-BackupUsage,2026-06-16T20:00:00Z,2026-06-16T21:00:00Z,123456789012,345678901234,AWS,6.24369,7.122087,USD,arn:aws:relational-database-service:us-east-1:345678901234:resource/res-00043,Amazon Relational Database Service,
USE1-DataTransfer-Out-Bytes,2026-06-16T21:00:00Z,2026-06-16T22:00:00Z,123456789012,234567890123,AWS,9.74142,11.638364,USD,arn:aws:simple-storage-service:us-east-1:234567890123:resource/res-00006,Amazon Simple Storage Service,development
Support Fee,2026-06-16T21:00:00Z,2026-06-16T22:00:00Z,123456789012,567890123456,AWS,14.144869,15.852467,USD,arn:aws:support-(business):us-east-1:567890123456:resource/res-00016,AWS Support (Business),
USE1-EBS:VolumeUsage.gp3,2026-06-16T23:00:00Z,2026-06-17T00:00:00Z,123456789012,678901234567,AWS,3.154287,3.278996,USD,arn:aws:elastic-compute-cloud:us-east-1:678901234567:resource/res-00017,Amazon Elastic Compute Cloud,staging
USE1-TimedStorage-ByteHrs,2026-06-16T23:00:00Z,2026-06-17T00:00:00Z,123456789012,345678901234,AWS,5.985219,6.408399,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00025,Amazon Simple Storage Service,staging
Support Fee,2026-06-16T23:00:00Z,2026-06-17T00:00:00Z,123456789012,456789012345,AWS,334.221456,414.56407,USD,arn:aws:support-(business):us-east-1:456789012345:resource/res-00001,AWS Support (Business),production
USE1-BackupUsage,2026-06-17T00:00:00Z,2026-06-17T01:00:00Z,123456789012,234567890123,AWS,0.221611,0.2889,USD,arn:aws:relational-database-service:us-east-1:234567890123:resource/res-00028,Amazon Relational Database Service,production
USE1-Requests-HTTPS-Proxy,2026-06-17T00:00:00Z,2026-06-17T01:00:00Z,123456789012,345678901234,AWS,1.934864,2.02405,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00042,Amazon CloudFront,production
USE1-LoadBalancerUsage,2026-06-17T01:00:00Z,2026-06-17T02:00:00Z,123456789012,234567890123,AWS,1.120219,1.380373,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00021,Amazon Elastic Load Balancing,development
USE1-WriteCapacityUnit-Hrs,2026-06-17T02:00:00Z,2026-06-17T03:00:00Z,123456789012,678901234567,AWS,3.558263,4.680704,USD,arn:aws:dynamodb:us-east-1:678901234567:resource/res-00022,Amazon DynamoDB,development
Refund - USE1-DataTransfer-Out-Bytes,2026-06-17T02:00:00Z,2026-06-17T03:00:00Z,123456789012,567890123456,AWS,-6.632865,-6.0868224,USD,arn:aws:simple-storage-service:us-east-1:567890123456:resource/res-00007,Amazon Simple Storage Service,qa
USE1-Requests-HTTPS-Proxy,2026-06-17T02:00:00Z,2026-06-17T03:00:00Z,123456789012,456789012345,AWS,1.000602,1.252765,USD,arn:aws:cloudfront:us-east-1:456789012345:resource/res-00030,Amazon CloudFront,
USE1-EBS:VolumeUsage.gp3,2026-06-17T02:00:00Z,2026-06-17T03:00:00Z,123456789012,567890123456,AWS,1.265828,1.66504,USD,arn:aws:elastic-compute-cloud:us-east-1:567890123456:resource/res-00043,Amazon Elastic Compute Cloud,
USE1-WriteCapacityUnit-Hrs,2026-06-17T02:00:00Z,2026-06-17T03:00:00Z,123456789012,567890123456,AWS,2.034729,2.520939,USD,arn:aws:dynamodb:us-east-1:567890123456:resource/res-00009,Amazon DynamoDB,development
USE1-LoadBalancerUsage,2026-06-17T02:00:00Z,2026-06-17T03:00:00Z,123456789012,567890123456,AWS,1.330474,1.530579,USD,arn:aws:elastic-load-balancing:us-east-1:567890123456:resource/res-00039,Amazon Elastic Load Balancing,qa
USE1-LoadBalancerUsage,2026-06-17T02:00:00Z,2026-06-17T03:00:00Z,123456789012,234567890123,AWS,0.699773,0.732772,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00020,Amazon Elastic Load Balancing,qa
USE1-TimedStorage-ByteHrs,2026-06-17T03:00:00Z,2026-06-17T04:00:00Z,123456789012,567890123456,AWS,3.302261,4.42951,USD,arn:aws:dynamodb:us-east-1:567890123456:resource/res-00032,Amazon DynamoDB,production
USE1-TimedStorage-ByteHrs,2026-06-17T04:00:00Z,2026-06-17T05:00:00Z,123456789012,678901234567,AWS,3.929572,4.816658,USD,arn:aws:simple-storage-service:us-east-1:678901234567:resource/res-00020,Amazon Simple Storage Service,staging
USE1-StorageUsage,2026-06-17T04:00:00Z,2026-06-17T05:00:00Z,123456789012,234567890123,AWS,4.814919,5.114895,USD,arn:aws:relational-database-service:us-east-1:234567890123:resource/res-00025,Amazon Relational Database Service,staging
USE1-Request,2026-06-17T05:00:00Z,2026-06-17T06:00:00Z,123456789012,234567890123,AWS,1.30341,1.443209,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00034,AWS Lambda,development
USE1-LCUUsage,2026-06-17T05:00:00Z,2026-06-17T06:00:00Z,123456789012,567890123456,AWS,0.338222,0.433319,USD,arn:aws:elastic-load-balancing:us-east-1:567890123456:resource/res-00036,Amazon Elastic Load Balancing,production
USE1-Requests-Tier2,2026-06-17T05:00:00Z,2026-06-17T06:00:00Z,123456789012,345678901234,AWS,8.540414,10.435236,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00006,Amazon Simple Storage Service,production
USE1-ReadCapacityUnit-Hrs,2026-06-17T05:00:00Z,2026-06-17T06:00:00Z,123456789012,456789012345,AWS,3.119582,3.121415,USD,arn:aws:dynamodb:us-east-1:456789012345:resource/res-00025,Amazon DynamoDB,qa
USE1-Requests-Tier2,2026-06-17T06:00:00Z,2026-06-17T07:00:00Z,123456789012,567890123456,AWS,7.847382,10.003675,USD,arn:aws:simple-storage-service:us-east-1:567890123456:resource/res-00026,Amazon Simple Storage Service,staging
USE1-InstanceUsage:db.r5.large,2026-06-17T06:00:00Z,2026-06-17T07:00:00Z,123456789012,345678901234,AWS,2.003876,2.347951,USD,arn:aws:relational-database-service:us-east-1:345678901234:resource/res-00025,Amazon Relational Database Service,
Support Fee,2026-06-17T06:00:00Z,2026-06-17T07:00:00Z,123456789012,345678901234,AWS Marketplace,269.288024,330.476787,USD,arn:aws:support-(business):us-east-1:345678901234:resource/res-00032,AWS Support (Business),staging
Support Fee,2026-06-17T07:00:00Z,2026-06-17T08:00:00Z,123456789012,234567890123,AWS,140.785505,142.974078,USD,arn:aws:support-(business):us-east-1:234567890123:resource/res-00036,AWS Support (Business),qa
USE1-InstanceUsage:db.t3.medium,2026-06-17T07:00:00Z,2026-06-17T08:00:00Z,123456789012,678901234567,AWS,4.233045,4.58985,USD,arn:aws:relational-database-service:us-east-1:678901234567:resource/res-00002,Amazon Relational Database Service,qa
USE1-InstanceUsage:db.r5.large,2026-06-17T08:00:00Z,2026-06-17T09:00:00Z,123456789012,345678901234,AWS,4.734161,5.904667,USD,arn:aws:relational-database-service:us-east-1:345678901234:resource/res-00002,Amazon Relational Database Service,
USE1-Request,2026-06-17T08:00:00Z,2026-06-17T09:00:00Z,123456789012,678901234567,AWS,0.747476,0.950371,USD,arn:aws:lambda:us-east-1:678901234567:resource/res-00003,AWS Lambda,qa
Support Fee,2026-06-17T08:00:00Z,2026-06-17T09:00:00Z,123456789012,678901234567,AWS,153.833186,180.036296,USD,arn:aws:support-(business):us-east-1:678901234567:resource/res-00007,AWS Support (Business),staging
USE1-TimedStorage-ByteHrs,2026-06-17T09:00:00Z,2026-06-17T10:00:00Z,123456789012,456789012345,AWS,10.370102,11.887737,USD,arn:aws:simple-storage-service:us-east-1:456789012345:resource/res-00015,Amazon Simple Storage Service,development
Support Fee,2026-06-17T09:00:00Z,2026-06-17T10:00:00Z,123456789012,456789012345,AWS,118.316622,125.704967,USD,arn:aws:support-(business):us-east-1:456789012345:resource/res-00029,AWS Support (Business),staging
USE1-LoadBalancerUsage,2026-06-17T09:00:00Z,2026-06-17T10:00:00Z,123456789012,345678901234,AWS,1.83236,2.156511,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00007,Amazon Elastic Load Balancing,qa
Support Fee,2026-06-17T09:00:00Z,2026-06-17T10:00:00Z,123456789012,456789012345,AWS,176.447379,216.036357,USD,arn:aws:support-(business):us-east-1:456789012345:resource/res-00021,AWS Support (Business),production
USE1-Requests-Tier1,2026-06-17T10:00:00Z,2026-06-17T11:00:00Z,123456789012,567890123456,AWS,1.587426,1.596628,USD,arn:aws:simple-storage-service:us-east-1:567890123456:resource/res-00014,Amazon Simple Storage Service,qa
USE1-InstanceUsage:db.r5.large,2026-06-17T11:00:00Z,2026-06-17T12:00:00Z,123456789012,234567890123,AWS,1.965769,2.126105,USD,arn:aws:relational-database-service:us-east-1:234567890123:resource/res-00016,Amazon Relational Database Service,production
Support Fee,2026-06-17T12:00:00Z,2026-06-17T13:00:00Z,123456789012,678901234567,AWS,185.483072,226.424193,USD,arn:aws:support-(business):us-east-1:678901234567:resource/res-00017,AWS Support (Business),qa
USE1-LCUUsage,2026-06-17T12:00:00Z,2026-06-17T13:00:00Z,123456789012,345678901234,AWS,0.949003,0.994678,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00015,Amazon Elastic Load Balancing,production
USE1-WriteCapacityUnit-Hrs,2026-06-17T12:00:00Z,2026-06-17T13:00:00Z,123456789012,345678901234,AWS,4.649787,5.574784,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00009,Amazon DynamoDB,qa
USE1-BackupUsage,2026-06-17T12:00:00Z,2026-06-17T13:00:00Z,123456789012,678901234567,AWS,5.090851,6.350129,USD,arn:aws:relational-database-service:us-east-1:678901234567:resource/res-00040,Amazon Relational Database Service,development
USE1-BoxUsage:c5.xlarge,2026-06-17T13:00:00Z,2026-06-17T14:00:00Z,123456789012,567890123456,AWS Marketplace,3.510678,4.401321,USD,arn:aws:elastic-compute-cloud:us-east-1:567890123456:resource/res-00005,Amazon Elastic Compute Cloud,staging
Support Fee,2026-06-17T14:00:00Z,2026-06-17T15:00:00Z,123456789012,678901234567,AWS,289.825337,346.723254,USD,arn:aws:support-(business):us-east-1:678901234567:resource/res-00030,AWS Support (Business),
USE1-WriteCapacityUnit-Hrs,2026-06-17T14:00:00Z,2026-06-17T15:00:00Z,123456789012,678901234567,AWS,4.236098,5.635721,USD,arn:aws:dynamodb:us-east-1:678901234567:resource/res-00025,Amazon DynamoDB,staging
USE1-InstanceUsage:db.r5.large,2026-06-17T14:00:00Z,2026-06-17T15:00:00Z,123456789012,678901234567,AWS,4.619986,5.494073,USD,arn:aws:relational-database-service:us-east-1:678901234567:resource/res-00008,Amazon Relational Database Service,production
Support Fee,2026-06-17T14:00:00Z,2026-06-17T15:00:00Z,123456789012,234567890123,AWS,334.7329,436.155236,USD,arn:aws:support-(business):us-east-1:234567890123:resource/res-00024,AWS Support (Business),qa
USE1-LoadBalancerUsage,2026-06-17T15:00:00Z,2026-06-17T16:00:00Z,123456789012,456789012345,AWS,1.824832,2.356913,USD,arn:aws:elastic-load-balancing:us-east-1:456789012345:resource/res-00017,Amazon Elastic Load Balancing,qa
USE1-Lambda-GB-Second,2026-06-17T15:00:00Z,2026-06-17T16:00:00Z,123456789012,678901234567,AWS,1.641793,1.742064,USD,arn:aws:lambda:us-east-1:678901234567:resource/res-00032,AWS Lambda,
USE1-LCUUsage,2026-06-17T16:00:00Z,2026-06-17T17:00:00Z,123456789012,456789012345,AWS,0.751485,0.961863,USD,arn:aws:elastic-load-balancing:us-east-1:456789012345:resource/res-00028,Amazon Elastic Load Balancing,staging
USE1-Lambda-GB-Second,2026-06-17T16:00:00Z,2026-06-17T17:00:00Z,123456789012,456789012345,AWS,1.481856,1.834307,USD,arn:aws:lambda:us-east-1:456789012345:resource/res-00009,AWS Lambda,production
Support Fee,2026-06-17T16:00:00Z,2026-06-17T17:00:00Z,123456789012,345678901234,AWS,31.661144,35.943372,USD,arn:aws:support-(business):us-east-1:345678901234:resource/res-00025,AWS Support (Business),qa
USE1-InstanceUsage:db.t3.medium,2026-06-17T16:00:00Z,2026-06-17T17:00:00Z,123456789012,678901234567,AWS,1.361418,1.650028,USD,arn:aws:relational-database-service:us-east-1:678901234567:resource/res-00032,Amazon Relational Database Service,
Support Fee,2026-06-17T16:00:00Z,2026-06-17T17:00:00Z,123456789012,567890123456,AWS,211.081578,229.445814,USD,arn:aws:support-(business):us-east-1:567890123456:resource/res-00043,AWS Support (Business),development
USE1-Requests-HTTPS-Proxy,2026-06-17T16:00:00Z,2026-06-17T17:00:00Z,123456789012,567890123456,AWS,1.699919,1.952901,USD,arn:aws:cloudfront:us-east-1:567890123456:resource/res-00032,Amazon CloudFront,qa
USE1-Requests-Tier1,2026-06-17T18:00:00Z,2026-06-17T19:00:00Z,123456789012,678901234567,AWS,6.346582,7.963376,USD,arn:aws:simple-storage-service:us-east-1:678901234567:resource/res-00008,Amazon Simple Storage Service,production
USE1-Requests-HTTPS-Proxy,2026-06-17T18:00:00Z,2026-06-17T19:00:00Z,123456789012,567890123456,AWS,1.564499,1.574559,USD,arn:aws:cloudfront:us-east-1:567890123456:resource/res-00018,Amazon CloudFront,development
USE1-BackupUsage,2026-06-17T19:00:00Z,2026-06-17T20:00:00Z,123456789012,234567890123,AWS,3.803406,4.51748,USD,arn:aws:relational-database-service:us-east-1:234567890123:resource/res-00020,Amazon Relational Database Service,
USE1-Request,2026-06-17T19:00:00Z,2026-06-17T20:00:00Z,123456789012,678901234567,AWS,0.69596,0.77021,USD,arn:aws:lambda:us-east-1:678901234567:resource/res-00023,AWS Lambda,production
Support Fee,2026-06-17T19:00:00Z,2026-06-17T20:00:00Z,123456789012,567890123456,AWS,333.495511,422.520515,USD,arn:aws:support-(business):us-east-1:567890123456:resource/res-00035,AWS Support (Business),
USE1-Requests-HTTPS-Proxy,2026-06-17T20:00:00Z,2026-06-17T21:00:00Z,123456789012,678901234567,AWS,0.08588,0.094124,USD,arn:aws:cloudfront:us-east-1:678901234567:resource/res-00029,Amazon CloudFront,
USE1-ReadCapacityUnit-Hrs,2026-06-17T21:00:00Z,2026-06-17T22:00:00Z,123456789012,456789012345,AWS Marketplace,0.715434,0.877069,USD,arn:aws:dynamodb:us-east-1:456789012345:resource/res-00001,Amazon DynamoDB,production
USE1-ReadCapacityUnit-Hrs,2026-06-17T21:00:00Z,2026-06-17T22:00:00Z,123456789012,567890123456,AWS,4.778442,5.853583,USD,arn:aws:dynamodb:us-east-1:567890123456:resource/res-00001,Amazon DynamoDB,
Refund - USE1-Requests-Tier2,2026-06-17T21:00:00Z,2026-06-17T22:00:00Z,123456789012,456789012345,AWS,-8.693035,-9.5105097,USD,arn:aws:simple-storage-service:us-east-1:456789012345:resource/res-00024,Amazon Simple Storage Service,development
Support Fee,2026-06-17T22:00:00Z,2026-06-17T23:00:00Z,123456789012,234567890123,AWS,330.675128,414.49534,USD,arn:aws:support-(business):us-east-1:234567890123:resource/res-00016,AWS Support (Business),
Refund - USE1-Lambda-GB-Second,2026-06-17T22:00:00Z,2026-06-17T23:00:00Z,123456789012,234567890123,AWS Marketplace,-2.75766,-2.5186401000000003,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00004,AWS Lambda,development
USE1-DataTransfer-Out-Bytes,2026-06-17T22:00:00Z,2026-06-17T23:00:00Z,123456789012,678901234567,AWS,6.625098,8.611425,USD,arn:aws:simple-storage-service:us-east-1:678901234567:resource/res-00012,Amazon Simple Storage Service,production
USE1-WriteCapacityUnit-Hrs,2026-06-17T22:00:00Z,2026-06-17T23:00:00Z,123456789012,567890123456,AWS,0.011054,0.011188,USD,arn:aws:dynamodb:us-east-1:567890123456:resource/res-00021,Amazon DynamoDB,staging
Support Fee,2026-06-17T23:00:00Z,2026-06-18T00:00:00Z,123456789012,456789012345,AWS,337.621803,452.302502,USD,arn:aws:support-(business):us-east-1:456789012345:resource/res-00009,AWS Support (Business),qa
USE1-DataTransfer-Out-Bytes,2026-06-17T23:00:00Z,2026-06-18T00:00:00Z,123456789012,678901234567,AWS,1.007879,1.051048,USD,arn:aws:cloudfront:us-east-1:678901234567:resource/res-00027,Amazon CloudFront,
USE1-TimedStorage-ByteHrs,2026-06-17T23:00:00Z,2026-06-18T00:00:00Z,123456789012,456789012345,AWS,11.995141,15.013171,USD,arn:aws:simple-storage-service:us-east-1:456789012345:resource/res-00013,Amazon Simple Storage Service,
USE1-LCUUsage,2026-06-17T23:00:00Z,2026-06-18T00:00:00Z,123456789012,345678901234,AWS,1.841516,2.029363,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00006,Amazon Elastic Load Balancing,
USE1-DataTransfer-Out-Bytes,2026-06-18T00:00:00Z,2026-06-18T01:00:00Z,123456789012,678901234567,AWS,1.910919,2.364519,USD,arn:aws:cloudfront:us-east-1:678901234567:resource/res-00032,Amazon CloudFront,production
USE1-Requests-HTTPS-Proxy,2026-06-18T00:00:00Z,2026-06-18T01:00:00Z,123456789012,678901234567,AWS,0.763383,1.029853,USD,arn:aws:cloudfront:us-east-1:678901234567:resource/res-00001,Amazon CloudFront,production
USE1-DataTransfer-Out-Bytes,2026-06-18T01:00:00Z,2026-06-18T02:00:00Z,123456789012,567890123456,AWS,1.023382,1.235083,USD,arn:aws:cloudfront:us-east-1:567890123456:resource/res-00026,Amazon CloudFront,qa
USE1-TimedStorage-ByteHrs,2026-06-18T01:00:00Z,2026-06-18T02:00:00Z,123456789012,678901234567,AWS,3.672603,4.757054,USD,arn:aws:dynamodb:us-east-1:678901234567:resource/res-00001,Amazon DynamoDB,development
Support Fee,2026-06-18T02:00:00Z,2026-06-18T03:00:00Z,123456789012,456789012345,AWS,105.074041,111.689632,USD,arn:aws:support-(business):us-east-1:456789012345:resource/res-00012,AWS Support (Business),staging
USE1-DataTransfer-Out-Bytes,2026-06-18T02:00:00Z,2026-06-18T03:00:00Z,123456789012,234567890123,AWS Marketplace,1.299718,1.572837,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00022,Amazon CloudFront,staging
USE1-Requests-Tier1,2026-06-18T02:00:00Z,2026-06-18T03:00:00Z,123456789012,567890123456,AWS,8.34075,11.194536,USD,arn:aws:simple-storage-service:us-east-1:567890123456:resource/res-00019,Amazon Simple Storage Service,staging
