lineItem/LineItemDescription,lineItem/UsageStartDate,lineItem/UsageEndDate,bill/PayerAccountId,lineItem/UsageAccountId,bill/BillingEntity,lineItem/UnblendedCost,pricing/publicOnDemandCost,lineItem/CurrencyCode,lineItem/ResourceId,product/ProductName,resourceTags/user:Environment
USE1-DataTransfer-Out-Bytes,2026-06-24T16:00:00Z,2026-06-24T17:00:00Z,123456789012,234567890123,AWS,9.592738,10.768607,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00024-06,Amazon CloudFront,production
Support Fee,2026-06-24T19:00:00Z,2026-06-24T20:00:00Z,123456789012,345678901234,AWS,6.821595,8.312881,USD,arn:aws:support:us-east-1:345678901234:resource/res-00024-07,AWS Support (Business),staging
Support Fee,2026-06-24T21:00:00Z,2026-06-24T22:00:00Z,987654321098,765432109876,AWS,8.432754,10.416214,USD,arn:aws:support:us-east-1:765432109876:resource/res-00024-08,AWS Support (Business),development
USE1-InstanceUsage:db.t3.medium,2026-06-24T22:00:00Z,2026-06-24T23:00:00Z,987654321098,876543210987,AWS,22.259757,27.365601,USD,arn:aws:rds:us-east-1:876543210987:resource/res-00024-09,Amazon Relational Database Service,qa
USE1-BoxUsage:t3.medium,2026-06-24T23:00:00Z,2026-06-25T00:00:00Z,111122223333,444455556666,AWS,46.159781,51.819736,USD,arn:aws:ec2:us-east-1:444455556666:resource/res-00024-10,Amazon Elastic Compute Cloud,production
USE1-ReadRequestUnits,2026-06-25T01:00:00Z,2026-06-25T02:00:00Z,987654321098,765432109876,AWS,10.336123,12.986365,USD,arn:aws:dynamodb:us-east-1:765432109876:resource/res-00025-01,Amazon DynamoDB,production
USE1-Request,2026-06-25T03:00:00Z,2026-06-25T04:00:00Z,987654321098,876543210987,AWS,13.814036,15.884847,USD,arn:aws:lambda:us-east-1:876543210987:resource/res-00025-02,AWS Lambda,staging
USE1-InstanceUsage:db.t3.medium,2026-06-25T06:00:00Z,2026-06-25T07:00:00Z,111122223333,444455556666,AWS,21.681128,25.290877,USD,arn:aws:rds:us-east-1:444455556666:resource/res-00025-03,Amazon Relational Database Service,development
USE1-BoxUsage:t3.medium,2026-06-25T09:00:00Z,2026-06-25T10:00:00Z,123456789012,234567890123,AWS,42.19334,48.904497,USD,arn:aws:ec2:us-east-1:234567890123:resource/res-00025-04,Amazon Elastic Compute Cloud,qa
USE1-DataTransfer-Out-Bytes,2026-06-25T13:00:00Z,2026-06-25T14:00:00Z,123456789012,345678901234,AWS,9.210347,10.812915,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00025-05,Amazon CloudFront,production
USE1-BoxUsage:t3.medium,2026-06-25T16:00:00Z,2026-06-25T17:00:00Z,987654321098,765432109876,AWS,31.772883,39.868692,USD,arn:aws:ec2:us-east-1:765432109876:resource/res-00025-06,Amazon Elastic Compute Cloud,staging
Support Fee,2026-06-25T19:00:00Z,2026-06-25T20:00:00Z,987654321098,876543210987,AWS,7.064646,7.966808,USD,arn:aws:support:us-east-1:876543210987:resource/res-00025-07,AWS Support (Business),development
USE1-TimedStorage-ByteHrs,2026-06-25T21:00:00Z,2026-06-25T22:00:00Z,111122223333,444455556666,AWS,19.569017,23.985678,USD,arn:aws:s3:us-east-1:444455556666:resource/res-00025-08,Amazon Simple Storage Service,qa
USE1-LCUUsage,2026-06-25T22:00:00Z,2026-06-25T23:00:00Z,123456789012,234567890123,AWS,9.123348,11.631438,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00025-09,Amazon Elastic Load Balancing,production
USE1-TimedStorage-ByteHrs,2026-06-25T23:00:00Z,2026-06-26T00:00:00Z,123456789012,345678901234,AWS,20.046387,23.568492,USD,arn:aws:s3:us-east-1:345678901234:resource/res-00025-10,Amazon Simple Storage Service,staging
USE1-TimedStorage-ByteHrs,2026-06-26T01:00:00Z,2026-06-26T02:00:00Z,111122223333,444455556666,AWS,25.848863,30.750832,USD,arn:aws:s3:us-east-1:444455556666:resource/res-00026-01,Amazon Simple Storage Service,staging
USE1-InstanceUsage:db.t3.medium,2026-06-26T03:00:00Z,2026-06-26T04:00:00Z,123456789012,234567890123,AWS,17.531762,20.497138,USD,arn:aws:rds:us-east-1:234567890123:resource/res-00026-02,Amazon Relational Database Service,development
Support Fee,2026-06-26T06:00:00Z,2026-06-26T07:00:00Z,123456789012,345678901234,AWS,6.963245,7.970442,USD,arn:aws:support:us-east-1:345678901234:resource/res-00026-03,AWS Support (Business),qa
USE1-LCUUsage,2026-06-26T09:00:00Z,2026-06-26T10:00:00Z,987654321098,765432109876,AWS,7.696033,9.102566,USD,arn:aws:elastic-load-balancing:us-east-1:765432109876:resource/res-00026-04,Amazon Elastic Load Balancing,production
USE1-TimedStorage-ByteHrs,2026-06-26T13:00:00Z,2026-06-26T14:00:00Z,987654321098,876543210987,AWS,24.058757,28.046994,USD,arn:aws:s3:us-east-1:876543210987:resource/res-00026-05,Amazon Simple Storage Service,staging
USE1-ReadRequestUnits,2026-06-26T16:00:00Z,2026-06-26T17:00:00Z,111122223333,444455556666,AWS,10.85113,13.756525,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00026-06,Amazon DynamoDB,development
USE1-DataTransfer-Out-Bytes,2026-06-26T19:00:00Z,2026-06-26T20:00:00Z,123456789012,234567890123,AWS,10.04005,12.014401,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00026-07,Amazon CloudFront,qa
USE1-InstanceUsage:db.t3.medium,2026-06-26T21:00:00Z,2026-06-26T22:00:00Z,123456789012,345678901234,AWS,17.326459,21.773238,USD,arn:aws:rds:us-east-1:345678901234:resource/res-00026-08,Amazon Relational Database Service,production
USE1-BoxUsage:t3.medium,2026-06-26T22:00:00Z,2026-06-26T23:00:00Z,987654321098,765432109876,AWS,35.495334,41.282642,USD,arn:aws:ec2:us-east-1:765432109876:resource/res-00026-09,Amazon Elastic Compute Cloud,staging
USE1-Request,2026-06-26T23:00:00Z,2026-06-27T00:00:00Z,987654321098,876543210987,AWS,15.10954,18.053409,USD,arn:aws:lambda:us-east-1:876543210987:resource/res-00026-10,AWS Lambda,development
USE1-Request,2026-06-27T01:00:00Z,2026-06-27T02:00:00Z,123456789012,345678901234,AWS,11.286438,13.54335,USD,arn:aws:lambda:us-east-1:345678901234:resource/res-00027-01,AWS Lambda,development
USE1-InstanceUsage:db.t3.medium,2026-06-27T03:00:00Z,2026-06-27T04:00:00Z,987654321098,765432109876,AWS,19.686062,24.350446,USD,arn:aws:rds:us-east-1:765432109876:resource/res-00027-02,Amazon Relational Database Service,qa
Support Fee,2026-06-27T06:00:00Z,2026-06-27T07:00:00Z,987654321098,876543210987,AWS,7.264376,8.61826,USD,arn:aws:support:us-east-1:876543210987:resource/res-00027-03,AWS Support (Business),production
USE1-Request,2026-06-27T09:00:00Z,2026-06-27T10:00:00Z,111122223333,444455556666,AWS,14.202526,17.305705,USD,arn:aws:lambda:us-east-1:444455556666:resource/res-00027-04,AWS Lambda,staging
USE1-LCUUsage,2026-06-27T13:00:00Z,2026-06-27T14:00:00Z,123456789012,234567890123,AWS,9.102385,11.447439,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00027-05,Amazon Elastic Load Balancing,development
USE1-ReadRequestUnits,2026-06-27T16:00:00Z,2026-06-27T17:00:00Z,123456789012,345678901234,AWS,12.773245,14.5894,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00027-06,Amazon DynamoDB,qa
USE1-TimedStorage-ByteHrs,2026-06-27T19:00:00Z,2026-06-27T20:00:00Z,987654321098,765432109876,AWS,22.591209,25.531229,USD,arn:aws:s3:us-east-1:765432109876:resource/res-00027-07,Amazon Simple Storage Service,production
USE1-BoxUsage:t3.medium,2026-06-27T21:00:00Z,2026-06-27T22:00:00Z,987654321098,876543210987,AWS,35.472023,44.945031,USD,arn:aws:ec2:us-east-1:876543210987:resource/res-00027-08,Amazon Elastic Compute Cloud,staging
USE1-InstanceUsage:db.t3.medium,2026-06-27T22:00:00Z,2026-06-27T23:00:00Z,111122223333,444455556666,AWS,18.765377,22.135389,USD,arn:aws:rds:us-east-1:444455556666:resource/res-00027-09,Amazon Relational Database Service,development
USE1-DataTransfer-Out-Bytes,2026-06-27T23:00:00Z,2026-06-28T00:00:00Z,123456789012,234567890123,AWS,6.755133,8.56451,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00027-10,Amazon CloudFront,qa
USE1-TimedStorage-ByteHrs,2026-06-28T01:00:00Z,2026-06-28T02:00:00Z,987654321098,876543210987,AWS,23.056709,25.890346,USD,arn:aws:s3:us-east-1:876543210987:resource/res-00028-01,Amazon Simple Storage Service,qa
USE1-ReadRequestUnits,2026-06-28T03:00:00Z,2026-06-28T04:00:00Z,111122223333,444455556666,AWS,10.787014,12.643236,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00028-02,Amazon DynamoDB,production
USE1-LCUUsage,2026-06-28T06:00:00Z,2026-06-28T07:00:00Z,123456789012,234567890123,AWS,7.872373,9.623439,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00028-03,Amazon Elastic Load Balancing,staging
Support Fee,2026-06-28T09:00:00Z,2026-06-28T10:00:00Z,123456789012,345678901234,AWS,7.559481,8.765431,USD,arn:aws:support:us-east-1:345678901234:resource/res-00028-04,AWS Support (Business),development
USE1-InstanceUsage:db.t3.medium,2026-06-28T13:00:00Z,2026-06-28T14:00:00Z,987654321098,765432109876,AWS,20.019403,23.563668,USD,arn:aws:rds:us-east-1:765432109876:resource/res-00028-05,Amazon Relational Database Service,qa
USE1-Request,2026-06-28T16:00:00Z,2026-06-28T17:00:00Z,987654321098,876543210987,AWS,11.843132,13.401665,USD,arn:aws:lambda:us-east-1:876543210987:resource/res-00028-06,AWS Lambda,production
USE1-ReadRequestUnits,2026-06-28T19:00:00Z,2026-06-28T20:00:00Z,111122223333,444455556666,AWS,14.891755,16.617972,USD,arn:aws:dynamodb:us-east-1:444455556666:resource/res-00028-07,Amazon DynamoDB,staging
USE1-Request,2026-06-28T21:00:00Z,2026-06-28T22:00:00Z,123456789012,234567890123,AWS,13.78215,16.379605,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00028-08,AWS Lambda,development
USE1-DataTransfer-Out-Bytes,2026-06-28T22:00:00Z,2026-06-28T23:00:00Z,123456789012,345678901234,AWS,9.111272,10.745199,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00028-09,Amazon CloudFront,qa
USE1-BoxUsage:t3.medium,2026-06-28T23:00:00Z,2026-06-29T00:00:00Z,987654321098,765432109876,AWS,41.821742,52.145558,USD,arn:aws:ec2:us-east-1:765432109876:resource/res-00028-10,Amazon Elastic Compute Cloud,production
USE1-BoxUsage:t3.medium,2026-06-29T01:00:00Z,2026-06-29T02:00:00Z,123456789012,234567890123,AWS,37.330556,47.132868,USD,arn:aws:ec2:us-east-1:234567890123:resource/res-00029-01,Amazon Elastic Compute Cloud,production
USE1-ReadRequestUnits,2026-06-29T03:00:00Z,2026-06-29T04:00:00Z,123456789012,345678901234,AWS,11.018478,13.045171,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00029-02,Amazon DynamoDB,staging
USE1-DataTransfer-Out-Bytes,2026-06-29T06:00:00Z,2026-06-29T07:00:00Z,987654321098,765432109876,AWS,11.465549,13.037836,USD,arn:aws:cloudfront:us-east-1:765432109876:resource/res-00029-03,Amazon CloudFront,development
USE1-ReadRequestUnits,2026-06-29T09:00:00Z,2026-06-29T10:00:00Z,987654321098,876543210987,AWS,11.483998,13.038469,USD,arn:aws:dynamodb:us-east-1:876543210987:resource/res-00029-04,Amazon DynamoDB,qa
USE1-TimedStorage-ByteHrs,2026-06-29T13:00:00Z,2026-06-29T14:00:00Z,111122223333,444455556666,AWS,30.311117,33.858688,USD,arn:aws:s3:us-east-1:444455556666:resource/res-00029-05,Amazon Simple Storage Service,production
USE1-InstanceUsage:db.t3.medium,2026-06-29T16:00:00Z,2026-06-29T17:00:00Z,123456789012,234567890123,AWS,20.576327,23.048076,USD,arn:aws:rds:us-east-1:234567890123:resource/res-00029-06,Amazon Relational Database Service,staging
USE1-DataTransfer-Out-Bytes,2026-06-29T19:00:00Z,2026-06-29T20:00:00Z,123456789012,345678901234,AWS,8.612547,10.416917,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00029-07,Amazon CloudFront,development
Support Fee,2026-06-29T21:00:00Z,2026-06-29T22:00:00Z,987654321098,765432109876,AWS,7.84086,9.418549,USD,arn:aws:support:us-east-1:765432109876:resource/res-00029-08,AWS Support (Business),qa
USE1-LCUUsage,2026-06-29T22:00:00Z,2026-06-29T23:00:00Z,987654321098,876543210987,AWS,10.020538,12.508519,USD,arn:aws:elastic-load-balancing:us-east-1:876543210987:resource/res-00029-09,Amazon Elastic Load Balancing,production
USE1-Request,2026-06-29T23:00:00Z,2026-06-30T00:00:00Z,111122223333,444455556666,AWS Marketplace,11.386582,14.221559,USD,arn:aws:lambda:us-east-1:444455556666:resource/res-00029-10,AWS Lambda,staging
Support Fee,2026-06-30T01:00:00Z,2026-06-30T02:00:00Z,987654321098,765432109876,AWS,9.286041,11.815073,USD,arn:aws:support:us-east-1:765432109876:resource/res-00030-01,AWS Support (Business),staging
USE1-DataTransfer-Out-Bytes,2026-06-30T03:00:00Z,2026-06-30T04:00:00Z,987654321098,876543210987,AWS,10.166778,12.627009,USD,arn:aws:cloudfront:us-east-1:876543210987:resource/res-00030-02,Amazon CloudFront,development
USE1-InstanceUsage:db.t3.medium,2026-06-30T06:00:00Z,2026-06-30T07:00:00Z,111122223333,444455556666,AWS,21.471466,26.615643,USD,arn:aws:rds:us-east-1:444455556666:resource/res-00030-03,Amazon Relational Database Service,qa
USE1-TimedStorage-ByteHrs,2026-06-30T09:00:00Z,2026-06-30T10:00:00Z,123456789012,234567890123,AWS,29.164607,33.444779,USD,arn:aws:s3:us-east-1:234567890123:resource/res-00030-04,Amazon Simple Storage Service,production
USE1-Request,2026-06-30T13:00:00Z,2026-06-30T14:00:00Z,123456789012,345678901234,AWS,15.834142,18.397332,USD,arn:aws:lambda:us-east-1:345678901234:resource/res-00030-05,AWS Lambda,staging
USE1-LCUUsage,2026-06-30T16:00:00Z,2026-06-30T17:00:00Z,987654321098,765432109876,AWS,10.064122,11.271034,USD,arn:aws:elastic-load-balancing:us-east-1:765432109876:resource/res-00030-06,Amazon Elastic Load Balancing,development
USE1-ReadRequestUnits,2026-06-30T19:00:00Z,2026-06-30T20:00:00Z,987654321098,876543210987,AWS,14.433127,16.142106,USD,arn:aws:dynamodb:us-east-1:876543210987:resource/res-00030-07,Amazon DynamoDB,qa
USE1-BoxUsage:t3.medium,2026-06-30T21:00:00Z,2026-06-30T22:00:00Z,111122223333,444455556666,AWS,39.468166,48.426165,USD,arn:aws:ec2:us-east-1:444455556666:resource/res-00030-08,Amazon Elastic Compute Cloud,production
USE1-DataTransfer-Out-Bytes,2026-06-30T22:00:00Z,2026-06-30T23:00:00Z,123456789012,234567890123,AWS,11.621082,14.284999,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00030-09,Amazon CloudFront,staging
USE1-LCUUsage,2026-06-30T23:00:00Z,2026-07-01T00:00:00Z,123456789012,345678901234,AWS,9.888909999999662,12.414676999999873,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00030-10,Amazon Elastic Load Balancing,development
